ProductID,ProductName,Category,SubCategory,Brand,UnitCost,UnitPrice,Supplier,LaunchDate,ProductStatus
PROD00057,smartview 75 2,Electronics,Television,Ikea,35430.00,54000.00,Apex Supply Co,2025-10-27,Discontinued
PROD00224,PowerCool 1.0T 4,Home Appliances,Air Conditioner, Asus ,42350.00,52800.00,National Consumer Products,2025-12-24,Active
PROD00483,PowerGuard 600 3,OFFICE EQUIPMENT,UPS,Boat,11800.00,13900.00,National Consumer Products,2024-11-02,Active
PROD00292,BreezeCool Tower 2,Home Appliances,Air Cooler, LG ,64410.00,98800.00,Prime Distribution India,2023-01-25,Active
PROD00095,SoundBeat Tower 5,Electronics,Speaker,Canon,75030.00,102400.00,Urban Retail Supply,2022-09-19,Active
PROD00161,powergo 10000 1,Mobile & Accessories,Power Bank,Boat,4250.00,5400.00,Western Trade House,2025-11-22,Active
PROD00009,NexBook Air 13 4,Electronics,Laptop,LG,37150.00,57300.00,Metro Wholesale,2025-02-09,Active
PROD00480,SecureCut Pro 5,Office Equipment,Shredder,Epson,45390.00,64200.00,Bharat Electronics Supply,2023-03-23,Active
PROD00342,Comfort Sofa 2S 2,Furniture,Sofa,Havells,33360.00,52100.00,Apex Supply Co,2024-04-01,Active
PROD00145,FastCharge 20W 5,Mobile & Accessories,Charger,Canon,63620.00,74700.00,Bharat Electronics Supply,2025-08-14,Active
PROD00243,WashPro 6KG 3,Home Appliances,Washing Machine,HP,37540.00,49600.00,South India Distribution,2025-08-03,Active
PROD00242,WashPro 6KG 2,Home Appliances,Washing Machine,Godrej,25740.00,35400.00,,2024-08-22,Active
PROD00476,SecureCut Pro 1,Office Equipment,Shredder,Canon,42670.00,61300.00,Apex Supply Co,2025-12-11,Active
PROD00157,PowerCharge GaN 2,Mobile & Accessories,Charger,HP,46940.00,60600.00,Global Tech Distributors,2022-08-16,Active
PROD00336,WorkDesk Compact 1,Furniture,Desk,Asus,36130.00,50500.00,Apex Supply Co,2024-04-07,Active
PROD00267,HeatWave 25L 2,Home Appliances,Microwave,Whirlpool,65120.00,84100.00,Apex Supply Co,2024-07-20,Active
PROD00445,VisionCast 3000 5,Office Equipment,Projector,Lenovo,27390.00,36800.00,Prime Distribution India,2024-12-06,Discontinued
PROD00016,NexBook Studio 16 1,ELECTRONICS,Laptop,Asus,60800.00,78400.00,Western Trade House,2023-09-23,Active
PROD00444,VISIONCAST 3000 4,OFFICE EQUIPMENT,Projector,IFB,31230.00,49600.00,Eastern Trade Links,2024-07-09,Active
PROD00067,PixelShot 400 2,Electronics,Camera,Boat,52300.00,67800.00,South India Distribution,2023-10-07,Active
PROD00333,WorkDesk Executive 3,Furniture,Desk,Whirlpool,45040.00,57800.00,Eastern Trade Links,2025-11-09,Active
PROD00084,SoundBeat Mini 4,Electronics,Speaker,NexTech,22750.00,28500.00,Metro Wholesale,2022-10-24,Active
PROD00364,BookSpace 4Tier 4,Furniture,Bookshelf,Canon,49000.00,57200.00,Metro Wholesale,2024-12-13,Active
PROD00279,HeatWave Convection 4,Home Appliances,Microwave,NexTech,50960.00,80300.00,National Consumer Products,2024-06-27,Active
PROD00432,ScanFast Duplex 2,Office Equipment,Scanner,Sony,27300.00,41100.00,Metro Wholesale,2023-02-08,Active
PROD00042,SmartView 43 2,Electronics,Television,Asus,49390.00,65800.00,Eastern Trade Links,2024-05-01,Active
PROD00022,ViewMax 24 2,Electronics,Monitor,Asus,41230.00,64400.00,Bharat Electronics Supply,2023-01-10,Discontinued
PROD00209,CoolMax 350L 4,Home Appliances,Refrigerator,NexTech,15260.00,21100.00,Global Tech Distributors,2023-09-22,Active
PROD00491,PowerGuard 1500 1,Office Equipment,UPS,Canon,29020.00,42400.00,Prime Distribution India,21/09/2022,Active
PROD00168,PowerGo 20000 3,Mobile & Accessories,Power Bank,Boat,9490.00,12400.00,National Consumer Products,2025-06-28,Active
PROD00218,FrostFree Pro 3,Home Appliances,Refrigerator,Ikea,36090.00,46600.00,South India Distribution,2024-05-18,Active
PROD00163,PowerGo 10000 3,Mobile & Accessories,Power Bank,Samsung,33310.00,38900.00,National Consumer Products,2025-08-28,Active
PROD00026,ViewMax 27 1,Electronics,Monitor,Acer,14950.00,20800.00,Urban Retail Supply,2025-01-24,Discontinued
PROD00302,ErgoOffice Basic 2,Furniture,Office Chair,JBL,46550.00,55700.00,South India Distribution,2022-02-20,Discontinued
PROD00362,BookSpace 4Tier 2,Furniture,Bookshelf,Lenovo,11620.00,13500.00,Global Tech Distributors,2026-02-02,Active
PROD00056,SmartView 75 1,Electronics,Television,IFB,69790.00,84700.00,Metro Wholesale,2024-08-05,Active
PROD00193,NexWatch Active 3,Mobile & Accessories,Smartwatch,Whirlpool,45170.00,55000.00,Western Trade House,2025-11-16,Active
PROD00272,HeatWave Grill 2,Home Appliances,Microwave,Logitech,27920.00,44100.00,Apex Supply Co,2023-06-28,Active
PROD00199,NexWatch Classic 4,Mobile & Accessories,Smartwatch,Voltas,3540.00,4800.00,Global Tech Distributors,2022-07-27,Active
PROD00454,VisionCast Mini 4,Office Equipment,Projector,LG,54350.00,62600.00,Metro Wholesale,2023-02-01,Active
PROD00159,PowerCharge GaN 4,Mobile & Accessories,Charger,JBL,22880.00,35600.00,Prime Distribution India,2022-06-23,Active
PROD00437,ScanFast Pro 2,Office Equipment,Scanner,Dyson,15930.00,20500.00,Global Tech Distributors,2022-05-23,Active
PROD00165,PowerGo 10000 5,Mobile & Accessories,Power Bank,LG,60470.00,72300.00,Western Trade House,2025-07-25,Active
PROD00034,ViewMax Ultra 32 4,Electronics,Monitor,Sony,44460.00,70200.00,Eastern Trade Links,2025-03-16,Active
PROD00096,SoundBeat Home 1,Electronics,Speaker,Sony,38020.00,46900.00,Western Trade House,2024-06-29,Active
PROD00294,BreezeCool Tower 4,Home Appliances,Air Cooler,Voltas,49340.00,75600.00,South India Distribution,2022-10-05,Active
PROD00104,NexPhone X1 4,Mobile & Accessories,Smartphone,IFB,1910.00,2200.00,Apex Supply Co,2023-03-27,Active
PROD00175,PowerGo Slim 5,Mobile & Accessories,Power Bank,NexTech,27650.00,33800.00,Apex Supply Co,2024-02-12,Active
PROD00448,VisionCast 4000 3,Office Equipment,Projector,Lenovo,1280.00,1900.00,South India Distribution,2023-11-29,Active
PROD00204,CoolMax 250L 4,Home Appliances,Refrigerator,Sony,10900.00,13800.00,Metro Wholesale,02/11/2022,Active
PROD00217,frostfree pro 2,Home Appliances,Refrigerator, Havells ,63770.00,80500.00,Metro Wholesale,2023-10-14,Active
PROD00225,PowerCool 1.0T 5,Home Appliances,Air Conditioner,Lenovo,8680.00,10100.00,Urban Retail Supply,2022-12-28,Active
PROD00348,Comfort Sofa 3S 3,Furniture,Sofa,Logitech,25650.00,30700.00,Western Trade House,2023-01-06,Active
PROD00306,ErgoOffice Pro 1,FURNITURE,Office Chair,Dyson,37920.00,48300.00,Metro Wholesale,2024-02-22,Active
PROD00284,BreezeCool 20L 4,Home Appliances,Air Cooler,NexTech,23390.00,26800.00,Prime Distribution India,2024-11-13,Active
PROD00097,SoundBeat Home 2,Electronics,Speaker,Dyson,32930.00,40200.00,Metro Wholesale,2022-10-21,Active
PROD00235,PowerCool 2.0T 5,Home Appliances,Air Conditioner,Whirlpool,70740.00,104500.00,Apex Supply Co,2022-09-21,Active
PROD00393,OfficeCab Filing 3,Furniture,Cabinet,NexTech,35410.00,44800.00,Bharat Electronics Supply,2022-06-16,Active
PROD00120,NexPhone Lite 5,Mobile & Accessories,Smartphone,Lenovo,3420.00,4500.00,Western Trade House,2023-03-06,Active
PROD00228,PowerCool 1.5T 3,Home Appliances,Air Conditioner,Acer,12450.00,17800.00,Metro Wholesale,2022-05-17,Discontinued
PROD00353,Comfort Sofa LShape 3,Furniture,Sofa,LG,27990.00,43700.00,Eastern Trade Links,2024-05-19,Discontinued
PROD00416,PrintPro Color 1,Office Equipment,Printer,JBL,53040.00,61500.00,National Consumer Products,2024-07-16,Active
PROD00321,WorkDesk 120 1,Furniture,Desk,LG,23680.00,29900.00,Western Trade House,2024-01-22,Active
PROD00014,NexBook Business 15 4,Electronics,Laptop,Philips,56140.00,66600.00,Metro Wholesale,2023-04-14,Active
PROD00214,CoolMax DoubleDoor 4,Home Appliances,Refrigerator,Whirlpool,39010.00,56700.00,South India Distribution,2023-06-18,Active
PROD00330,WorkDesk 150 5,Furniture,Desk,Lenovo,32470.00,48500.00,Global Tech Distributors,2024-12-05,Active
PROD00075,PixelShot Pro 5,Electronics,Camera,JBL,75140.00,97100.00,Metro Wholesale,2022-03-18,Active
PROD00418,PrintPro Color 3,Office Equipment,Printer,Logitech,10020.00,13100.00,National Consumer Products,2022-10-10,Active
PROD00453,VisionCast Mini 3,Office Equipment,Projector,Dyson,18390.00,26700.00,Western Trade House,2022-12-06,Active
PROD00004,NexBook Pro 14 4,Electronics,Laptop,LG,15700.00,19500.00,Bharat Electronics Supply,2022-07-20,Active
PROD00122,SoundBeat Buds 2,Mobile & Accessories,Earbuds,Dell,52070.00,74000.00,Global Tech Distributors,2023-10-30,Active
PROD00310,ErgoOffice Pro 5,FURNITURE,Office Chair,Godrej,32430.00,41300.00,National Consumer Products,2024-06-14,Active
PROD00430,ScanFast 400 5,Office Equipment,Scanner,NexTech,33380.00,40600.00,Global Tech Distributors,2022-03-23,Active
PROD00408,PrintPro 220 3,Office Equipment,Printer,Boat,3150.00,4700.00,Bharat Electronics Supply,2025-10-13,Active
PROD00300,BreezeCool Desert 5,Home Appliances,Air Cooler,Asus,13790.00,18100.00,Eastern Trade Links,2025-11-01,Discontinued
PROD00256,WashPro FrontLoad 1,Home Appliances,Washing Machine,Philips,40470.00,63500.00,Prime Distribution India,2022-04-18,Active
PROD00041,SmartView 43 1,Electronics,Television,Philips,102110.00,118800.00,Eastern Trade Links,2023-09-17,Active
PROD00169,PowerGo 20000 4,Mobile & Accessories,Power Bank,HP,61280.00,74000.00,Eastern Trade Links,2023-11-22,Active
PROD00236,PowerCool Inverter 1,Home Appliances,Air Conditioner,Canon,51150.00,71200.00,Apex Supply Co,2023-02-25,Active
PROD00468,SecureCut 15 3,Office Equipment,Shredder,Voltas,55570.00,88400.00,Prime Distribution India,2022-11-12,Discontinued
PROD00412,PrintPro Laser 2,Office Equipment,Printer,IFB,52340.00,66100.00,Urban Retail Supply,2024-05-28,Active
PROD00036,ViewMax Office 22 1,Electronics,Monitor,Havells,25050.00,35600.00,Prime Distribution India,2022-05-23,Active
PROD00339,WorkDesk Compact 4,Furniture,Desk,Canon,2340.00,3200.00,Apex Supply Co,09/04/2022,Active
PROD00007,NexBook Air 13 2,Electronics,Laptop,Boat,60710.00,75500.00,South India Distribution,2024-07-25,Active
PROD00376,BookSpace Compact 1,Furniture,Bookshelf,Boat,32570.00,49100.00,Metro Wholesale,2024-08-08,Active
PROD00456,VisionCast Pro 1,OFFICE EQUIPMENT,Projector,Canon,41800.00,49600.00,Urban Retail Supply,2024-04-26,Active
PROD00455,VisionCast Mini 5,Office Equipment,Projector,Dyson,18770.00,26800.00,National Consumer Products,2024-06-26,Active
PROD00216,FrostFree Pro 1,Home Appliances,Refrigerator,Whirlpool,11100.00,17000.00,National Consumer Products,2023-05-21,Active
PROD00415,PrintPro Laser 5,OFFICE EQUIPMENT,Printer,Lenovo,8480.00,10900.00,Apex Supply Co,2023-01-19,Active
PROD00352,Comfort Sofa LShape 2,Furniture,Sofa,JBL,47170.00,55700.00,Prime Distribution India,2022-01-26,Active
PROD00229,PowerCool 1.5T 4,Home Appliances,Air Conditioner,Logitech,68430.00,98800.00,Western Trade House,2022-03-17,Active
PROD00278,HeatWave Convection 3,Home Appliances,Microwave,Dyson,31170.00,43600.00,Prime Distribution India,2022-02-08,Active
PROD00227,PowerCool 1.5T 2,Home Appliances,Air Conditioner,Dyson,72210.00,83400.00,Global Tech Distributors,2022-09-17,Active
PROD00331,WorkDesk Executive 1,Furniture,Desk,Lenovo,23250.00,34500.00,Global Tech Distributors,2024-12-26,Active
PROD00370,BookSpace 5Tier 5,Furniture,Bookshelf,Philips,42340.00,61100.00,Metro Wholesale,2023-10-07,Active
PROD00213,CoolMax DoubleDoor 3,Home Appliances,Refrigerator,Philips,31100.00,35700.00,Bharat Electronics Supply,2025-06-02,Active
PROD00409,PrintPro 220 4,Office Equipment,Printer,Havells,69190.00,90500.00,Global Tech Distributors,2022-05-11,Active
PROD00081,SoundBeat Mini 1,Electronics,Speaker,HP,34860.00,43400.00,Global Tech Distributors,2023-08-08,Active
PROD00402,PrintPro 120 2,Office Equipment,Printer,Philips,26950.00,31600.00,South India Distribution,2023-07-08,Active
PROD00183,NexWatch Fit 3,Mobile & Accessories,Smartwatch,Godrej,28030.00,36600.00,Apex Supply Co,2024-06-28,Active
PROD00295,BreezeCool Tower 5,Home Appliances,Air Cooler,Havells,10530.00,16400.00,Global Tech Distributors,28/09/2024,Discontinued
PROD00066,PixelShot 400 1,Electronics,Camera,Godrej,25940.00,38400.00,Apex Supply Co,2023-04-13,Active
PROD00368,BookSpace 5Tier 3,Furniture,Bookshelf,Epson,29840.00,39800.00,Global Tech Distributors,2024-08-19,Active
PROD00058,SmartView 75 3,Electronics,Television,Godrej,27440.00,43300.00,Global Tech Distributors,2023-12-31,Active
PROD00076,PixelShot Mirrorless 1,Electronics,Camera,Whirlpool,39770.00,53900.00,Metro Wholesale,2023-06-27,Active
PROD00074,PixelShot Pro 4,Electronics,Camera,HP,67510.00,87300.00,Urban Retail Supply,2024-09-19,Active
PROD00088,SOUNDBEAT PRO 3,Electronics,Speaker,Godrej,28350.00,39400.00,Bharat Electronics Supply,2025-08-19,Active
PROD00107,NEXPHONE X2 2,Mobile & Accessories,Smartphone,Sony,16760.00,21100.00,National Consumer Products,2023-03-26,Discontinued
PROD00301,ErgoOffice Basic 1,Furniture,Office Chair,Godrej,16350.00,19900.00,Eastern Trade Links,2024-04-12,Active
PROD00162,PowerGo 10000 2,Mobile & Accessories,Power Bank,Dyson,3280.00,5200.00,Bharat Electronics Supply,2023-01-25,Active
PROD00381,OfficeCab 2Door 1,Furniture,Cabinet,Ikea,13450.00,18700.00,Metro Wholesale,2025-07-24,Active
PROD00232,PowerCool 2.0T 2,Home Appliances,Air Conditioner,Philips,36420.00,43300.00,Western Trade House,2025-08-02,Discontinued
PROD00478,SecureCut Pro 3,Office Equipment,Shredder,Samsung,19550.00,25500.00,Bharat Electronics Supply,2025-01-27,Active
PROD00316,ErgoOffice Mesh 1,Furniture,Office Chair,IFB,12920.00,15900.00,Global Tech Distributors,2022-09-17,Active
PROD00060,SmartView 75 5,Electronics,Television,Whirlpool,81490.00,105600.00,Western Trade House,2025-04-14,Discontinued
PROD00324,WorkDesk 120 4,Furniture,Desk,Dell,11120.00,14100.00,Eastern Trade Links,2022-11-17,Active
PROD00357,Comfort Sofa Premium 2,Furniture,Sofa,Asus,13640.00,16300.00,Bharat Electronics Supply,2023-03-02,Active
PROD00079,PixelShot Mirrorless 4,Electronics,Camera,JBL,16130.00,18800.00,Western Trade House,2026-02-09,Active
PROD00005,NexBook Pro 14 5,Electronics,Laptop,Ikea,38130.00,46200.00,Urban Retail Supply,2023-05-31,Active
PROD00124,SoundBeat Buds 4,Mobile & Accessories,Earbuds,Dell,16580.00,19600.00,Prime Distribution India,2025-09-07,Active
PROD00220,FrostFree Pro 5,Home Appliances,Refrigerator,Ikea,45070.00,61900.00,Prime Distribution India,2025-03-12,Active
PROD00411,PrintPro Laser 1,Office Equipment,Printer,Godrej,75710.00,89200.00,Urban Retail Supply,2025-05-01,Active
PROD00407,PrintPro 220 2,Office Equipment,Printer,HP,44600.00,67300.00,Urban Retail Supply,2025-01-27,Active
PROD00347,Comfort Sofa 3S 2,Furniture,Sofa,Boat,4730.00,6300.00,National Consumer Products,2024-12-09,Active
PROD00288,BreezeCool 30L 3,Home Appliances,Air Cooler,Acer,7210.00,8400.00,Prime Distribution India,2022-10-11,Active
PROD00182,NexWatch Fit 2,Mobile & Accessories,Smartwatch,Sony,10920.00,13300.00,Metro Wholesale,2023-10-28,Active
PROD00080,PixelShot Mirrorless 5,Electronics,Camera,Asus,39720.00,45700.00,National Consumer Products,2025-04-28,Active
PROD00127,SoundBeat Buds Pro 2,Mobile & Accessories,Earbuds,Ikea,16140.00,20900.00,Western Trade House,2025-06-29,Active
PROD00153,FastCharge 65W 3,Mobile & Accessories,Charger, Epson ,22850.00,29300.00,Eastern Trade Links,2022-03-11,Active
PROD00452,VisionCast Mini 2,Office Equipment,Projector,Havells,60410.00,75800.00,South India Distribution,2026-02-03,Active
PROD00085,SoundBeat Mini 5,Electronics,Speaker,JBL,60180.00,92500.00,Urban Retail Supply,2025-08-10,Active
PROD00121,SoundBeat Buds 1,Mobile & Accessories,Earbuds,Dell,,68000.00,Bharat Electronics Supply,2023-07-09,Active
PROD00018,NexBook Studio 16 3,Electronics,Laptop,NexTech,7820.00,9300.00,Western Trade House,2025-05-08,Discontinued
PROD00285,BreezeCool 20L 5,Home Appliances,Air Cooler,Samsung,37340.00,42500.00,Prime Distribution India,2023-02-27,Active
PROD00487,PowerGuard 1000 2,Office Equipment,UPS,NexTech,47220.00,63000.00,National Consumer Products,2023-08-12,Active
PROD00276,HeatWave Convection 1,Home Appliances,Microwave,Godrej,10570.00,14700.00,Prime Distribution India,2024-04-07,Active
PROD00233,PowerCool 2.0T 3,Home Appliances,Air Conditioner,HP,63690.00,82000.00,South India Distribution,2022-04-10,Active
PROD00264,HeatWave 20L 4,Home Appliances,Microwave,Logitech,71840.00,103100.00,Urban Retail Supply,2024-09-29,Active
PROD00374,BookSpace Wide 4,Furniture,Bookshelf,Whirlpool,32370.00,38100.00,National Consumer Products,2022-01-02,Active
PROD00208,CoolMax 350L 3,Home Appliances,Refrigerator,Boat,58060.00,71200.00,Eastern Trade Links,2022-08-12,Active
PROD00338,WorkDesk Compact 3,Furniture,Desk,Ikea,20740.00,26200.00,Urban Retail Supply,2023-08-06,Active
PROD00248,WashPro 7KG 3,Home Appliances,Washing Machine,Epson,35390.00,43900.00,Prime Distribution India,2022-09-26,Discontinued
PROD00250,WashPro 7KG 5,Home Appliances,Washing Machine,Boat,3490.00,4000.00,Urban Retail Supply,08/10/2023,Active
PROD00188,NexWatch Pro 3,Mobile & Accessories,Smartwatch,Lenovo,60090.00,81500.00,Global Tech Distributors,2025-01-16,Active
PROD00421,ScanFast 200 1,Office Equipment,Scanner,Epson,,78700.00,Global Tech Distributors,2022-08-16,Discontinued
PROD00234,PowerCool 2.0T 4,Home Appliances,Air Conditioner,Philips,49900.00,65200.00,Prime Distribution India,2025-07-26,Active
PROD00481,PowerGuard 600 1,Office Equipment,UPS, Whirlpool ,60990.00,89300.00,Global Tech Distributors,2024-05-14,Discontinued
PROD00211,CoolMax DoubleDoor 1,HOME APPLIANCES,Refrigerator,Logitech,74240.00,103200.00,South India Distribution,2023-10-16,Active
PROD00231,PowerCool 2.0T 1,Home Appliances,Air Conditioner,Boat,60470.00,91200.00,,2024-06-22,Active
PROD00239,PowerCool Inverter 4,Home Appliances,Air Conditioner,Acer,22160.00,28000.00,Western Trade House,2022-07-10,Active
PROD00179,powergo pro 4,Mobile & Accessories,Power Bank,Ikea,53930.00,63400.00,Western Trade House,2022-09-18,Active
PROD00065,PixelShot 200 5,Electronics,Camera,HP,66490.00,76200.00,Western Trade House,2026-01-08,Discontinued
PROD00053,SMARTVIEW 65 3,Electronics,Television,Philips,6060.00,7000.00,Metro Wholesale,2023-04-27,Active
PROD00277,HeatWave Convection 2,Home Appliances,Microwave,Boat,2240.00,2600.00,Prime Distribution India,2022-02-02,Discontinued
PROD00484,PowerGuard 600 4,Office Equipment,UPS,Lenovo,11120.00,14700.00,Urban Retail Supply,2023-01-12,Discontinued
PROD00073,PixelShot Pro 3,Electronics,Camera,Boat,84300.00,111400.00,National Consumer Products,2025-10-11,Active
PROD00375,BookSpace Wide 5,Furniture,Bookshelf,LG,37150.00,54900.00,Prime Distribution India,2024-05-27,Active
PROD00315,ErgoOffice Executive 5,Furniture,Office Chair,Boat,18010.00,29000.00,South India Distribution,2025-11-13,Active
PROD00017,NexBook Studio 16 2,Electronics,Laptop,Epson,71830.00,110500.00,Apex Supply Co,2024-06-05,Active
PROD00446,VisionCast 4000 1,Office Equipment,Projector,HP,16610.00,21400.00,Prime Distribution India,2023-12-04,Active
PROD00032,ViewMax Ultra 32 2,Electronics,Monitor,Samsung,90270.00,114300.00,Prime Distribution India,2023-12-25,Discontinued
PROD00258,WashPro FrontLoad 3,Home Appliances,Washing Machine,Sony,31510.00,37100.00,National Consumer Products,2024-05-15,Active
PROD00312,ErgoOffice Executive 2,Furniture,Office Chair,Samsung,33320.00,44600.00,South India Distribution,2022-07-15,Active
PROD00177,PowerGo Pro 2,MOBILE & ACCESSORIES,Power Bank,NexTech,3480.00,4400.00,South India Distribution,2022-12-26,Active
PROD00030,ViewMax 27 5,Electronics,Monitor,Logitech,33730.00,45100.00,Western Trade House,2024-03-10,Active
PROD00136,AirSound Max 1,Mobile & Accessories,Earbuds,LG,32690.00,47100.00,Metro Wholesale,2025-06-28,Active
PROD00012,NexBook Business 15 2,Electronics,Laptop,JBL,48890.00,72900.00,Eastern Trade Links,2025-03-24,Active
PROD00222,PowerCool 1.0T 2,Home Appliances,Air Conditioner,Voltas,43030.00,56700.00,Apex Supply Co,2025-05-20,Active
PROD00130,SoundBeat Buds Pro 5,Mobile & Accessories,Earbuds, Samsung ,54790.00,62400.00,Apex Supply Co,13/07/2022,Active
PROD00466,SecureCut 15 1,Office Equipment,Shredder,HP,28980.00,45800.00,Eastern Trade Links,2022-07-29,Discontinued
PROD00282,BreezeCool 20L 2,HOME APPLIANCES,Air Cooler,Canon,69340.00,93400.00,Global Tech Distributors,2022-07-17,Active
PROD00440,ScanFast Pro 5,Office Equipment,Scanner,Epson,10060.00,11600.00,Western Trade House,2025-12-29,Active
PROD00474,SecureCut CrossCut 4,Office Equipment,Shredder,Godrej,26880.00,41700.00,Western Trade House,2024-07-08,Active
PROD00261,HeatWave 20L 1,Home Appliances,Microwave,Lenovo,68290.00,94400.00,Global Tech Distributors,2023-01-03,Active
PROD00385,OfficeCab 2Door 5,Furniture,Cabinet,IFB,12300.00,18900.00,Bharat Electronics Supply,2023-09-05,Active
PROD00047,SMARTVIEW 55 2,Electronics,Television,Boat,28440.00,33400.00,South India Distribution,2026-01-06,Active
PROD00394,OfficeCab Filing 4,Furniture,Cabinet,Voltas,3090.00,4000.00,Global Tech Distributors,2025-12-06,Active
PROD00273,HeatWave Grill 3,Home Appliances,Microwave,NexTech,73860.00,91600.00,Apex Supply Co,2022-12-15,Active
PROD00185,NexWatch Fit 5,Mobile & Accessories,Smartwatch,HP,10090.00,14000.00,Apex Supply Co,2022-03-04,Active
PROD00141,FastCharge 20W 1,Mobile & Accessories,Charger,Acer,36400.00,47800.00,Prime Distribution India,2025-05-31,Active
PROD00472,SecureCut CrossCut 2,Office Equipment,Shredder,Sony,19680.00,31100.00,Prime Distribution India,2024-07-07,Active
PROD00283,BreezeCool 20L 3,Home Appliances,Air Cooler,LG,13050.00,16300.00,Metro Wholesale,2023-05-04,Active
PROD00420,PrintPro Color 5,Office Equipment,Printer,Epson,47140.00,63000.00,Urban Retail Supply,2023-11-23,Active
PROD00488,PowerGuard 1000 3,Office Equipment,UPS,Dyson,9750.00,12800.00,Urban Retail Supply,2024-05-09,Active
PROD00461,SecureCut 10 1,Office Equipment,Shredder,Lenovo,3970.00,5300.00,Global Tech Distributors,2025-03-11,Active
PROD00447,VisionCast 4000 2,Office Equipment,Projector,JBL,58720.00,78900.00,Apex Supply Co,2023-03-27,Active
PROD00499,PowerGuard Online 4,Office Equipment,UPS,HP,,19600.00,Prime Distribution India,2025-08-07,Active
PROD00195,NexWatch Active 5,Mobile & Accessories,Smartwatch,Godrej,57260.00,69600.00,Global Tech Distributors,2024-05-12,Active
PROD00427,ScanFast 400 2,Office Equipment,Scanner,LG,26340.00,42000.00,Metro Wholesale,05/02/2023,Active
PROD00319,ErgoOffice Mesh 4,Furniture,Office Chair,LG,34670.00,50000.00,Metro Wholesale,2024-08-29,Active
PROD00059,SmartView 75 4,Electronics,Television,NexTech,29300.00,41900.00,Metro Wholesale,2023-08-17,Active
PROD00190,NexWatch Pro 5,Mobile & Accessories,Smartwatch,Whirlpool,3860.00,5600.00,Global Tech Distributors,2023-02-05,Active
PROD00372,BookSpace Wide 2,Furniture,Bookshelf,Philips,,26100.00,Prime Distribution India,2024-12-27,Active
PROD00135,AirSound Mini 5,Mobile & Accessories,Earbuds,Havells,54710.00,63900.00,Metro Wholesale,2023-03-09,Active
PROD00361,BookSpace 4Tier 1,Furniture,Bookshelf,LG,23960.00,37400.00,National Consumer Products,2025-03-24,Active
PROD00108,NexPhone X2 3,Mobile & Accessories,Smartphone,Havells,16090.00,23100.00,Western Trade House,2022-06-22,Active
PROD00340,WorkDesk Compact 5,Furniture,Desk,Acer,14470.00,17500.00,South India Distribution,2024-08-11,Discontinued
PROD00173,PowerGo Slim 3,Mobile & Accessories,Power Bank,Godrej,7800.00,12400.00,South India Distribution,16/10/2024,Active
PROD00044,SmartView 43 4,Electronics,Television,Asus,95810.00,112000.00,Metro Wholesale,2023-03-15,Active
PROD00263,HeatWave 20L 3,Home Appliances,Microwave,Godrej,34150.00,51800.00,South India Distribution,2023-03-17,Active
PROD00115,NexPhone Pro 5,Mobile & Accessories,Smartphone,Logitech,5210.00,7800.00,Western Trade House,2022-05-13,Active
PROD00202,CoolMax 250L 2,Home Appliances,Refrigerator,IFB,74750.00,88900.00,Metro Wholesale,2025-07-08,Active
PROD00200,NexWatch Classic 5,Mobile & Accessories,Smartwatch,Sony,43850.00,60600.00,Metro Wholesale,2025-07-26,Active
PROD00147,FastCharge 45W 2,Mobile & Accessories,Charger,NexTech,11280.00,14500.00,Apex Supply Co,2022-12-11,Active
PROD00105,NexPhone X1 5,Mobile & Accessories,Smartphone,IFB,2030.00,3000.00,South India Distribution,2024-07-25,Active
PROD00049,SmartView 55 4,Electronics,Television,Sony,87150.00,107400.00,Prime Distribution India,2024-06-12,Active
PROD00305,ergooffice basic 5,Furniture,Office Chair,JBL,10910.00,17200.00,South India Distribution,2025-11-18,Discontinued
PROD00391,OfficeCab Filing 1,Furniture,Cabinet,IFB,10680.00,14400.00,Global Tech Distributors,24/10/2023,Discontinued
PROD00382,OfficeCab 2Door 2,Furniture,Cabinet,Samsung,38680.00,46300.00,Prime Distribution India,2023-08-19,Active
PROD00494,PowerGuard 1500 4,Office Equipment,UPS,Ikea,44890.00,57700.00,Metro Wholesale,24/05/2024,Active
PROD00087,SoundBeat Pro 2,Electronics,Speaker,Acer,18410.00,21600.00,Metro Wholesale,31/10/2023,Active
PROD00164,PowerGo 10000 4,Mobile & Accessories,Power Bank,NexTech,27550.00,38300.00,Apex Supply Co,2022-03-31,Active
PROD00133,AirSound Mini 3,Mobile & Accessories,Earbuds,Lenovo,41520.00,49500.00,Bharat Electronics Supply,2024-05-14,Active
PROD00496,PowerGuard Online 1,Office Equipment,UPS,Boat,51420.00,76200.00,Apex Supply Co,2025-03-07,Active
PROD00050,SmartView 55 5,Electronics,Television,Voltas,66940.00,99700.00,Western Trade House,2025-08-15,Active
PROD00371,BookSpace Wide 1,Furniture,Bookshelf,LG,16980.00,21700.00,South India Distribution,2023-08-11,Active
PROD00028,ViewMax 27 3,Electronics,Monitor,Dell,62890.00,76500.00,South India Distribution,2025-04-19,Active
PROD00082,SoundBeat Mini 2,Electronics,Speaker,Lenovo,73700.00,102900.00,Global Tech Distributors,2025-05-25,Active
PROD00355,COMFORT SOFA LSHAPE 5,Furniture,Sofa,Dell,4120.00,5900.00,Apex Supply Co,10/11/2022,Active
